language,role,count,rate_pct
JavaScript,프론트엔드,960,6.57264138025469
JavaScript,백엔드,2064,14.131178967547584
JavaScript,풀스택,5988,40.99685060933862
JavaScript,기타·미응답,5594,38.2993290428591
TypeScript,프론트엔드,841,8.284898039602009
TypeScript,백엔드,1383,13.624273470594032
TypeScript,풀스택,4564,44.96108757757856
TypeScript,기타·미응답,3363,33.129740912225394
PHP,프론트엔드,178,4.438902743142145
PHP,백엔드,544,13.566084788029926
PHP,풀스택,1828,45.586034912718205
PHP,기타·미응답,1460,36.408977556109726
